0,954
1,225
2,107
3,53
4,34
5,23
6,17
7,10
8,5
9,6
10,6
11,2
11,1
12,2
13,1
14,3
15,1
17,1
19,1
20,3
21,1
28,1
31,1
35,1
39,1
55,1
160,1
